Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00       1/82680       DualityEngine::ComponentBank::switchToControl(unsigned long const&, DualityEngine::ControlTypes::type) [183]
                0.00    0.00       2/82680       DualityEngine::ComponentBank::switchToCam(unsigned long const&) [180]
                0.00    0.00       2/82680       DualityEngine::ComponentBank::addCameraFree(unsigned long const&, float, float, float, double, double, double, double, double, double, double, double, double) [144]
                0.00    0.00      18/82680       DualityEngine::ComponentBank::tryAddFlagToSoul(unsigned long const&, unsigned long const&) [91]
                0.00    0.00      70/82680       DualityEngine::ComponentBank::getComponents(unsigned long const&) [79]
                0.00    0.00   11934/82680       DualityEngine::ComponentBank::getPosMat(unsigned long const&) [57]
                0.00    0.00   11950/82680       DualityEngine::ComponentBank::updateActiveCamera() [67]
                0.00    0.00   13114/82680       DualityEngine::ComponentBank::getRotMat(unsigned long const&) [52]
                0.00    0.00   20721/82680       DualityEngine::ComponentBank::stateOn(unsigned long const&, unsigned char const&) [49]
                0.00    0.00   24868/82680       DualityEngine::ComponentBank::getState(unsigned long const&) [48]
[46]     0.0    0.00    0.00   82680         std::__detail::_Map_base<unsigned long, std::pair<unsigned long const, DualityEngine::Soul>, std::allocator<std::pair<unsigned long const, DualityEngine::Soul> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::at(unsigned long const&) [46]
-----------------------------------------------
                0.00    0.00   24871/24871       DualityEngine::System_Control_SS::tick() [65]
[47]     0.0    0.00    0.00   24871         DualityEngine::operator*(glm::detail::tvec3<float, (glm::precision)0>, float) [47]
-----------------------------------------------
                0.00    0.00    4144/24862       DualityEngine::System_Control_SS::tick() [65]
                0.00    0.00   20718/24862       DualityEngine::System_PhysMove::tick() [64]
[48]     0.0    0.00    0.00   24862         DualityEngine::ComponentBank::getState(unsigned long const&) [48]
                0.00    0.00   24868/82680       std::__detail::_Map_base<unsigned long, std::pair<unsigned long const, DualityEngine::Soul>, std::allocator<std::pair<unsigned long const, DualityEngine::Soul> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::at(unsigned long const&) [46]
-----------------------------------------------
                0.00    0.00   20721/20721       DualityEngine::System_PhysMove::tick() [64]
[49]     0.0    0.00    0.00   20721         DualityEngine::ComponentBank::stateOn(unsigned long const&, unsigned char const&) [49]
                0.00    0.00   20721/82680       std::__detail::_Map_base<unsigned long, std::pair<unsigned long const, DualityEngine::Soul>, std::allocator<std::pair<unsigned long const, DualityEngine::Soul> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::at(unsigned long const&) [46]
-----------------------------------------------
                0.00    0.00    4144/16577       DualityEngine::System_Control_SS::tick() [65]
                0.00    0.00   12433/16577       DualityEngine::System_PhysMove::tick() [64]
[50]     0.0    0.00    0.00   16577         DualityEngine::AngularVelocity* DualityEngine::ComponentBank::getComponentPtr<DualityEngine::AngularVelocity>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::AngularVelocity>&) [50]
-----------------------------------------------
                0.00    0.00    4145/16575       DualityEngine::System_Control_SS::tick() [65]
                0.00    0.00   12430/16575       DualityEngine::System_PhysMove::tick() [64]
[51]     0.0    0.00    0.00   16575         DualityEngine::ComponentBank::getAngularVelocPtr(unsigned long const&) [51]
-----------------------------------------------
                0.00    0.00    1179/13115       DualityEngine::System_Control_SS::tick() [65]
                0.00    0.00    2968/13115       DualityEngine::ComponentBank::updateActiveCamera() [67]
                0.00    0.00    8968/13115       DualityEngine::ComponentBank::getModMat(unsigned long const&) [58]
[52]     0.0    0.00    0.00   13115         DualityEngine::ComponentBank::getRotMat(unsigned long const&) [52]
                0.00    0.00   13114/82680       std::__detail::_Map_base<unsigned long, std::pair<unsigned long const, DualityEngine::Soul>, std::allocator<std::pair<unsigned long const, DualityEngine::Soul> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::at(unsigned long const&) [46]
-----------------------------------------------
                0.00    0.00       1/12438       DualityEngine::ComponentBank::focusSpaceControl(unsigned long const&) [184]
                0.00    0.00    4146/12438       DualityEngine::System_Control_SS::tick() [65]
                0.00    0.00    8291/12438       DualityEngine::System_PhysMove::tick() [64]
[53]     0.0    0.00    0.00   12438         DualityEngine::LinearVelocity* DualityEngine::ComponentBank::getComponentPtr<DualityEngine::LinearVelocity>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::LinearVelocity>&) [53]
-----------------------------------------------
                0.00    0.00       1/12436       DualityEngine::ComponentBank::focusSpaceControl(unsigned long const&) [184]
                0.00    0.00   12435/12436       DualityEngine::System_PhysMove::tick() [64]
[54]     0.0    0.00    0.00   12436         DualityEngine::Orientation* DualityEngine::ComponentBank::getComponentPtr<DualityEngine::Orientation>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::Orientation>&) [54]
-----------------------------------------------
                0.00    0.00    4145/12434       DualityEngine::System_Control_SS::tick() [65]
                0.00    0.00    8289/12434       DualityEngine::System_PhysMove::tick() [64]
[55]     0.0    0.00    0.00   12434         DualityEngine::ComponentBank::getLinearVelocPtr(unsigned long const&) [55]
-----------------------------------------------
                0.00    0.00   12431/12431       DualityEngine::System_PhysMove::tick() [64]
[56]     0.0    0.00    0.00   12431         DualityEngine::ComponentBank::getOrientationPtr(unsigned long const&) [56]
-----------------------------------------------
                0.00    0.00    2969/11931       DualityEngine::ComponentBank::updateActiveCamera() [67]
                0.00    0.00    8962/11931       DualityEngine::ComponentBank::getModMat(unsigned long const&) [58]
[57]     0.0    0.00    0.00   11931         DualityEngine::ComponentBank::getPosMat(unsigned long const&) [57]
                0.00    0.00   11934/82680       std::__detail::_Map_base<unsigned long, std::pair<unsigned long const, DualityEngine::Soul>, std::allocator<std::pair<unsigned long const, DualityEngine::Soul> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::at(unsigned long const&) [46]
-----------------------------------------------
                0.00    0.00    8966/8966        DualityEngine::System_Render_Models::tick() [68]
[58]     0.0    0.00    0.00    8966         DualityEngine::ComponentBank::getModMat(unsigned long const&) [58]
                0.00    0.00    8968/13115       DualityEngine::ComponentBank::getRotMat(unsigned long const&) [52]
                0.00    0.00    8962/11931       DualityEngine::ComponentBank::getPosMat(unsigned long const&) [57]
-----------------------------------------------
                0.00    0.00    8289/8289        DualityEngine::System_PhysMove::tick() [64]
[59]     0.0    0.00    0.00    8289         DualityEngine::ComponentBank::getPositionPtr(unsigned long const&) [59]
-----------------------------------------------
                0.00    0.00    8288/8288        DualityEngine::System_PhysMove::tick() [64]
[60]     0.0    0.00    0.00    8288         DualityEngine::Position* DualityEngine::ComponentBank::getComponentPtr<DualityEngine::Position>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::Position>&) [60]
-----------------------------------------------
                0.00    0.00       1/5942        DualityEngine::CameraFree::CameraFree(float, float, float, double, double, double, double, double, double, double, double, double) [178]
                0.00    0.00       2/5942        std::__detail::_Hash_node<std::pair<unsigned long const, DualityEngine::CameraFree>, false>* std::_Hashtable<unsigned long, std::pair<unsigned long const, DualityEngine::CameraFree>, std::allocator<std::pair<unsigned long const, DualityEngine::CameraFree> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<unsigned long const&>, std::tuple<float const&, float const&, float const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&> >(std::piecewise_construct_t const&, std::tuple<unsigned long const&>&&, std::tuple<float const&, float const&, float const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&>&&) [150]
                0.00    0.00    2968/5942        DualityEngine::ComponentBank::updateActiveCamera() [67]
                0.00    0.00    2971/5942        DualityEngine::CameraFree::updateView(glm::detail::tmat4x4<float, (glm::precision)0>, glm::detail::tmat4x4<float, (glm::precision)0>) [72]
[61]     0.0    0.00    0.00    5942         glm::detail::tmat4x4<float, (glm::precision)0> glm::detail::operator*<float, (glm::precision)0>(glm::detail::tmat4x4<float, (glm::precision)0> const&, glm::detail::tmat4x4<float, (glm::precision)0> const&) [61]
-----------------------------------------------
                0.00    0.00    4147/4147        DualityEngine::EngineThreadFunction(void*) [5]
[62]     0.0    0.00    0.00    4147         DualityEngine::System_UserInput::tick() [62]
                0.00    0.00    4144/4144        DualityEngine::System_UserInput::handleControlKeys(unsigned char const*) [66]
                0.00    0.00      12/12          std::string __gnu_cxx::__to_xstring<std::string, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [clone .constprop.16] [99]
                0.00    0.00      12/21          DualityEngine::Console::output(char const*) [89]
                0.00    0.00      12/16          DualityEngine::Console::outputStr(std::string const&) [97]
                0.00    0.00      12/16          void DualityEngine::DelegateSpawner<DualityEngine::Console, void, std::string const&>::MethodCaller<&DualityEngine::Console::outputStr>(void*, std::string const&) [96]
-----------------------------------------------
                0.00    0.00    4147/4147        DualityEngine::EngineThreadFunction(void*) [5]
[63]     0.0    0.00    0.00    4147         DualityEngine::System_PhysCollide::tick() [63]
-----------------------------------------------
                0.00    0.00    4146/4146        DualityEngine::EngineThreadFunction(void*) [5]
[64]     0.0    0.00    0.00    4146         DualityEngine::System_PhysMove::tick() [64]
                0.00    0.00   20721/20721       DualityEngine::ComponentBank::stateOn(unsigned long const&, unsigned char const&) [49]
                0.00    0.00   20718/24862       DualityEngine::ComponentBank::getState(unsigned long const&) [48]
                0.00    0.00   12435/12436       DualityEngine::Orientation* DualityEngine::ComponentBank::getComponentPtr<DualityEngine::Orientation>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::Orientation>&) [54]
                0.00    0.00   12433/16577       DualityEngine::AngularVelocity* DualityEngine::ComponentBank::getComponentPtr<DualityEngine::AngularVelocity>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::AngularVelocity>&) [50]
                0.00    0.00   12431/12431       DualityEngine::ComponentBank::getOrientationPtr(unsigned long const&) [56]
                0.00    0.00   12430/16575       DualityEngine::ComponentBank::getAngularVelocPtr(unsigned long const&) [51]
                0.00    0.00    8291/12438       DualityEngine::LinearVelocity* DualityEngine::ComponentBank::getComponentPtr<DualityEngine::LinearVelocity>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::LinearVelocity>&) [53]
                0.00    0.00    8289/12434       DualityEngine::ComponentBank::getLinearVelocPtr(unsigned long const&) [55]
                0.00    0.00    8289/8289        DualityEngine::ComponentBank::getPositionPtr(unsigned long const&) [59]
                0.00    0.00    8288/8288        DualityEngine::Position* DualityEngine::ComponentBank::getComponentPtr<DualityEngine::Position>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::Position>&) [60]
-----------------------------------------------
                0.00    0.00    4145/4145        DualityEngine::EngineThreadFunction(void*) [5]
[65]     0.0    0.00    0.00    4145         DualityEngine::System_Control_SS::tick() [65]
                0.00    0.00   24871/24871       DualityEngine::operator*(glm::detail::tvec3<float, (glm::precision)0>, float) [47]
                0.00    0.00    4146/12438       DualityEngine::LinearVelocity* DualityEngine::ComponentBank::getComponentPtr<DualityEngine::LinearVelocity>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::LinearVelocity>&) [53]
                0.00    0.00    4145/12434       DualityEngine::ComponentBank::getLinearVelocPtr(unsigned long const&) [55]
                0.00    0.00    4145/16575       DualityEngine::ComponentBank::getAngularVelocPtr(unsigned long const&) [51]
                0.00    0.00    4144/24862       DualityEngine::ComponentBank::getState(unsigned long const&) [48]
                0.00    0.00    4144/16577       DualityEngine::AngularVelocity* DualityEngine::ComponentBank::getComponentPtr<DualityEngine::AngularVelocity>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::AngularVelocity>&) [50]
                0.00    0.00    1179/13115       DualityEngine::ComponentBank::getRotMat(unsigned long const&) [52]
-----------------------------------------------
                0.00    0.00    4144/4144        DualityEngine::System_UserInput::tick() [62]
[66]     0.0    0.00    0.00    4144         DualityEngine::System_UserInput::handleControlKeys(unsigned char const*) [66]
-----------------------------------------------
                0.00    0.00    2996/2996        DualityEngine::EngineThreadFunction(void*) [5]
[67]     0.0    0.00    0.00    2996         DualityEngine::ComponentBank::updateActiveCamera() [67]
                0.00    0.00   11950/82680       std::__detail::_Map_base<unsigned long, std::pair<unsigned long const, DualityEngine::Soul>, std::allocator<std::pair<unsigned long const, DualityEngine::Soul> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::at(unsigned long const&) [46]
                0.00    0.00    2969/11931       DualityEngine::ComponentBank::getPosMat(unsigned long const&) [57]
                0.00    0.00    2968/5942        glm::detail::tmat4x4<float, (glm::precision)0> glm::detail::operator*<float, (glm::precision)0>(glm::detail::tmat4x4<float, (glm::precision)0> const&, glm::detail::tmat4x4<float, (glm::precision)0> const&) [61]
                0.00    0.00    2968/13115       DualityEngine::ComponentBank::getRotMat(unsigned long const&) [52]
                0.00    0.00    2968/2971        DualityEngine::CameraFree::updateView(glm::detail::tmat4x4<float, (glm::precision)0>, glm::detail::tmat4x4<float, (glm::precision)0>) [72]
-----------------------------------------------
                0.00    0.00    2995/2995        DualityEngine::EngineThreadFunction(void*) [5]
[68]     0.0    0.00    0.00    2995         DualityEngine::System_Render_Models::tick() [68]
                0.00    0.00    8966/8966        DualityEngine::ComponentBank::getModMat(unsigned long const&) [58]
-----------------------------------------------
                0.00    0.00    2994/2994        DualityEngine::EngineThreadFunction(void*) [5]
[69]     0.0    0.00    0.00    2994         DualityEngine::System_Render_Background::tick() [69]
-----------------------------------------------
                0.00    0.00    2992/2992        DualityEngine::EngineThreadFunction(void*) [5]
[70]     0.0    0.00    0.00    2992         DualityEngine::System_Render_Master::tick() [70]
-----------------------------------------------
                0.00    0.00    2992/2992        DualityEngine::EngineThreadFunction(void*) [5]
[71]     0.0    0.00    0.00    2992         DualityEngine::System_Render_Console::tick() [71]
-----------------------------------------------
                0.00    0.00       1/2971        DualityEngine::CameraFree::CameraFree(float, float, float, double, double, double, double, double, double, double, double, double) [178]
                0.00    0.00       2/2971        std::__detail::_Hash_node<std::pair<unsigned long const, DualityEngine::CameraFree>, false>* std::_Hashtable<unsigned long, std::pair<unsigned long const, DualityEngine::CameraFree>, std::allocator<std::pair<unsigned long const, DualityEngine::CameraFree> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<unsigned long const&>, std::tuple<float const&, float const&, float const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&> >(std::piecewise_construct_t const&, std::tuple<unsigned long const&>&&, std::tuple<float const&, float const&, float const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&>&&) [150]
                0.00    0.00    2968/2971        DualityEngine::ComponentBank::updateActiveCamera() [67]
[72]     0.0    0.00    0.00    2971         DualityEngine::CameraFree::updateView(glm::detail::tmat4x4<float, (glm::precision)0>, glm::detail::tmat4x4<float, (glm::precision)0>) [72]
                0.00    0.00    2971/5942        glm::detail::tmat4x4<float, (glm::precision)0> glm::detail::operator*<float, (glm::precision)0>(glm::detail::tmat4x4<float, (glm::precision)0> const&, glm::detail::tmat4x4<float, (glm::precision)0> const&) [61]
-----------------------------------------------
                0.00    0.00    2496/2496        DualityEngine::EngineThreadFunction(void*) [5]
[73]     0.0    0.00    0.00    2496         DualityEngine::System_Scripting::tick() [73]
                0.00    0.00      23/23          DualityEngine::System_Scripting::parseCommand(std::string const&) [86]
-----------------------------------------------
                0.00    0.00     783/783         stbi__parse_png_file(stbi__png*, int, int) [117]
[74]     0.0    0.00    0.00     783         stbi__get16be(stbi__context*) [74]
                0.00    0.00     177/277         stbi__stdio_read(void*, char*, int) [75]
-----------------------------------------------
                0.00    0.00       3/277         DualityEngine::loadCubeMapSide(unsigned int, unsigned int, char const*, std::basic_stringstream<char, std::char_traits<char>, std::allocator<char> >&) [148]
                0.00    0.00      97/277         stbi__getn(stbi__context*, unsigned char*, int) [76]
                0.00    0.00     177/277         stbi__get16be(stbi__context*) [74]
[75]     0.0    0.00    0.00     277         stbi__stdio_read(void*, char*, int) [75]
-----------------------------------------------
                0.00    0.00     133/133         stbi__parse_png_file(stbi__png*, int, int) [117]
[76]     0.0    0.00    0.00     133         stbi__getn(stbi__context*, unsigned char*, int) [76]
                0.00    0.00      97/277         stbi__stdio_read(void*, char*, int) [75]
-----------------------------------------------
                0.00    0.00       6/99          DualityEngine::System_Scripting::submitScript(std::string const&) [1]
                0.00    0.00       8/99          DualityEngine::Console::output(char const*) [89]
                0.00    0.00      85/99          DualityEngine::System_Scripting::parseCommand(std::string const&) [86]
[77]     0.0    0.00    0.00      99         void std::vector<std::string, std::allocator<std::string> >::_M_emplace_back_aux<std::string const&>(std::string const&) [77]
-----------------------------------------------
                0.00    0.00      70/70          stbi__compute_huffman_codes(stbi__zbuf*) [84]
[78]     0.0    0.00    0.00      70         stbi__zbuild_huffman(stbi__zhuffman*, unsigned char*, int) [78]
-----------------------------------------------
                0.00    0.00       1/70          DualityEngine::ComponentBank::switchToControl(unsigned long const&, DualityEngine::ControlTypes::type) [183]
                0.00    0.00      69/70          DualityEngine::System::discoverID(unsigned long const&) [81]
[79]     0.0    0.00    0.00      70         DualityEngine::ComponentBank::getComponents(unsigned long const&) [79]
                0.00    0.00      70/82680       std::__detail::_Map_base<unsigned long, std::pair<unsigned long const, DualityEngine::Soul>, std::allocator<std::pair<unsigned long const, DualityEngine::Soul> >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::at(unsigned long const&) [46]
-----------------------------------------------
                0.00    0.00      64/64          std::_Hashtable<std::string, std::pair<std::string const, std::string const>, std::allocator<std::pair<std::string const, std::string const> >, std::__detail::_Select1st, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_Hashtable<std::pair<std::string const, std::string const> const*>(std::pair<std::string const, std::string const> const*, std::pair<std::string const, std::string const> const*, unsigned long, std::hash<std::string> const&, std::__detail::_Mod_range_hashing const&, std::__detail::_Default_ranged_hash const&, std::equal_to<std::string> const&, std::__detail::_Select1st const&, std::allocator<std::pair<std::string const, std::string const> > const&) [clone .constprop.138] [112]
[80]     0.0    0.00    0.00      64         std::_Hashtable<std::string, std::pair<std::string const, std::string const>, std::allocator<std::pair<std::string const, std::string const> >, std::__detail::_Select1st, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<std::string const, std::string const>, true>*) [80]
-----------------------------------------------
                0.00    0.00       2/63          DualityEngine::ComponentBank::addSpaceControl(unsigned long const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&) [146]
                0.00    0.00       2/63          DualityEngine::ComponentBank::addCameraFree(unsigned long const&, float, float, float, double, double, double, double, double, double, double, double, double) [144]
                0.00    0.00       2/63          bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::LinearVelocity, double, double, double>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::LinearVelocity>&, double const&, double const&, double const&) [147]
                0.00    0.00       3/63          bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::Soul, char const*, DualityEngine::DUA_componentFlags, int>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::Soul>&, char const* const&, DualityEngine::DUA_componentFlags const&, int const&) [126]
                0.00    0.00       3/63          bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::Model, char const*>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::Model>&, char const* const&) [127]
                0.00    0.00       3/63          bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::Position, double, double, double>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::Position>&, double const&, double const&, double const&) [128]
                0.00    0.00       3/63          bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::Orientation, double, double, double>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::Orientation>&, double const&, double const&, double const&) [124]
                0.00    0.00       3/63          bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::AngularVelocity, double, double, double>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::AngularVelocity>&, double const&, double const&, double const&) [125]
                0.00    0.00      42/63          DualityEngine::Game::systems_discover(unsigned long const&) [88]
[81]     0.0    0.00    0.00      63         DualityEngine::System::discoverID(unsigned long const&) [81]
                0.00    0.00      69/70          DualityEngine::ComponentBank::getComponents(unsigned long const&) [79]
                0.00    0.00       8/8           void std::vector<unsigned long, std::allocator<unsigned long> >::_M_emplace_back_aux<unsigned long const&>(unsigned long const&) [105]
-----------------------------------------------
                0.00    0.00       2/53          DualityEngine::System_Scripting::parseKeyword_all(std::vector<std::string, std::allocator<std::string> > const&) [149]
                0.00    0.00      51/53          DualityEngine::System_Scripting::parseAddCommand(std::vector<std::string, std::allocator<std::string> > const&) [92]
[82]     0.0    0.00    0.00      53         DualityEngine::System_Scripting::prsDbl(std::string const&) [82]
-----------------------------------------------
                0.00    0.00       2/36          stbi__parse_zlib(stbi__zbuf*, int) [235]
                0.00    0.00      34/36          stbi__compute_huffman_codes(stbi__zbuf*) [84]
[83]     0.0    0.00    0.00      36         stbi__fill_bits(stbi__zbuf*) [83]
-----------------------------------------------
                0.00    0.00      33/33          stbi__parse_zlib(stbi__zbuf*, int) [235]
[84]     0.0    0.00    0.00      33         stbi__compute_huffman_codes(stbi__zbuf*) [84]
                0.00    0.00      70/70          stbi__zbuild_huffman(stbi__zhuffman*, unsigned char*, int) [78]
                0.00    0.00      34/36          stbi__fill_bits(stbi__zbuf*) [83]
-----------------------------------------------
                0.00    0.00      32/32          DualityEngine::EngineThreadFunction(void*) [5]
[85]     0.0    0.00    0.00      32         DualityEngine::System::getName() [85]
-----------------------------------------------
                0.00    0.00      23/23          DualityEngine::System_Scripting::tick() [73]
[86]     0.0    0.00    0.00      23         DualityEngine::System_Scripting::parseCommand(std::string const&) [86]
                0.00    0.00      85/99          void std::vector<std::string, std::allocator<std::string> >::_M_emplace_back_aux<std::string const&>(std::string const&) [77]
                0.00    0.00      18/18          DualityEngine::System_Scripting::parseAddCommand(std::vector<std::string, std::allocator<std::string> > const&) [92]
                0.00    0.00       3/3           DualityEngine::System_Scripting::parseAssignment(std::vector<std::string, std::allocator<std::string> > const&) [130]
                0.00    0.00       2/18          DualityEngine::System_Scripting::prsID(std::string const&) [93]
                0.00    0.00       1/1           DualityEngine::ComponentBank::switchToCam(unsigned long const&) [180]
                0.00    0.00       1/1           DualityEngine::ComponentBank::switchToControl(unsigned long const&, DualityEngine::ControlTypes::type) [183]
-----------------------------------------------
                0.00    0.00       2/21          DualityEngine::ComponentBank::addSpaceControl(unsigned long const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&) [146]
                0.00    0.00       2/21          DualityEngine::ComponentBank::addCameraFree(unsigned long const&, float, float, float, double, double, double, double, double, double, double, double, double) [144]
                0.00    0.00       2/21          bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::LinearVelocity, double, double, double>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::LinearVelocity>&, double const&, double const&, double const&) [147]
                0.00    0.00       3/21          bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::Soul, char const*, DualityEngine::DUA_componentFlags, int>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::Soul>&, char const* const&, DualityEngine::DUA_componentFlags const&, int const&) [126]
                0.00    0.00       3/21          bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::Model, char const*>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::Model>&, char const* const&) [127]
                0.00    0.00       3/21          bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::Position, double, double, double>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::Position>&, double const&, double const&, double const&) [128]
                0.00    0.00       3/21          bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::Orientation, double, double, double>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::Orientation>&, double const&, double const&, double const&) [124]
                0.00    0.00       3/21          bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::AngularVelocity, double, double, double>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::AngularVelocity>&, double const&, double const&, double const&) [125]
[87]     0.0    0.00    0.00      21         void DualityEngine::DelegateSpawner<DualityEngine::Game, void, unsigned long const&>::MethodCaller<&DualityEngine::Game::systems_discover>(void*, unsigned long const&) [87]
-----------------------------------------------
                0.00    0.00       2/21          DualityEngine::ComponentBank::addSpaceControl(unsigned long const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&, double const&) [146]
                0.00    0.00       2/21          DualityEngine::ComponentBank::addCameraFree(unsigned long const&, float, float, float, double, double, double, double, double, double, double, double, double) [144]
                0.00    0.00       2/21          bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::LinearVelocity, double, double, double>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::LinearVelocity>&, double const&, double const&, double const&) [147]
                0.00    0.00       3/21          bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::Soul, char const*, DualityEngine::DUA_componentFlags, int>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::Soul>&, char const* const&, DualityEngine::DUA_componentFlags const&, int const&) [126]
                0.00    0.00       3/21          bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::Model, char const*>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::Model>&, char const* const&) [127]
                0.00    0.00       3/21          bool DualityEngine::ComponentBank::tryAddComponent<DualityEngine::Position, double, double, double>(unsigned long const&, char const*, DualityEngine::HashMap<unsigned long, DualityEngine::Position>&, double const&, double const&, double const&) [128]
